Kota/Kabupaten,Tahun,Life Expectancy at Birth (Year),Provinsi
Kayong Utara,2019,68.11,Kalimantan Barat
Kayong Utara,2020,68.28,Kalimantan Barat
Kayong Utara,2021,68.48,Kalimantan Barat
Kayong Utara,2022,68.82,Kalimantan Barat
Kayong Utara,2023,69.22,Kalimantan Barat
Kayong Utara,2024,69.51,Kalimantan Barat
Ketapang,2013,70.51,Kalimantan Barat
Ketapang,2014,70.51,Kalimantan Barat
Ketapang,2015,70.51,Kalimantan Barat
Ketapang,2016,70.52,Kalimantan Barat
Ketapang,2017,70.52,Kalimantan Barat
Ketapang,2018,70.69,Kalimantan Barat
Ketapang,2019,71.01,Kalimantan Barat
Ketapang,2020,71.1,Kalimantan Barat
Ketapang,2021,71.11,Kalimantan Barat
Ketapang,2022,71.27,Kalimantan Barat
Ketapang,2023,71.45,Kalimantan Barat
Ketapang,2024,71.64,Kalimantan Barat
Kota Pontianak,2013,72,Kalimantan Barat
Kota Pontianak,2014,72.01,Kalimantan Barat
Kota Pontianak,2015,72.11,Kalimantan Barat
Kota Pontianak,2016,72.14,Kalimantan Barat
Kota Pontianak,2017,72.17,Kalimantan Barat
Kota Pontianak,2018,72.41,Kalimantan Barat
Kota Pontianak,2019,72.8,Kalimantan Barat
Kota Pontianak,2020,72.96,Kalimantan Barat
Kota Pontianak,2021,73.12,Kalimantan Barat
Kota Pontianak,2022,73.46,Kalimantan Barat
Kota Pontianak,2023,73.87,Kalimantan Barat
Kota Pontianak,2024,74.15,Kalimantan Barat
Kota Singkawang,2013,70.83,Kalimantan Barat
Kota Singkawang,2014,70.84,Kalimantan Barat
Kota Singkawang,2015,71.04,Kalimantan Barat
Kota Singkawang,2016,71.08,Kalimantan Barat
Kota Singkawang,2017,71.13,Kalimantan Barat
Kota Singkawang,2018,71.41,Kalimantan Barat
Kota Singkawang,2019,71.85,Kalimantan Barat
Kota Singkawang,2020,72.06,Kalimantan Barat
Kota Singkawang,2021,72.18,Kalimantan Barat
Kota Singkawang,2022,72.46,Kalimantan Barat
Kota Singkawang,2023,72.81,Kalimantan Barat
Kota Singkawang,2024,72.98,Kalimantan Barat
Kubu Raya,2013,69.64,Kalimantan Barat
Kubu Raya,2014,69.64,Kalimantan Barat
Kubu Raya,2015,69.74,Kalimantan Barat
Kubu Raya,2016,69.77,Kalimantan Barat
Kubu Raya,2017,69.8,Kalimantan Barat
Kubu Raya,2018,70.04,Kalimantan Barat
Kubu Raya,2019,70.43,Kalimantan Barat
Kubu Raya,2020,70.59,Kalimantan Barat
Kubu Raya,2021,70.69,Kalimantan Barat
Kubu Raya,2022,70.95,Kalimantan Barat
Kubu Raya,2023,71.26,Kalimantan Barat
Kubu Raya,2024,71.44,Kalimantan Barat
Landak,2013,71.97,Kalimantan Barat
Landak,2014,71.97,Kalimantan Barat
Landak,2015,72.07,Kalimantan Barat
Landak,2016,72.1,Kalimantan Barat
Landak,2017,72.12,Kalimantan Barat
Landak,2018,72.34,Kalimantan Barat
Landak,2019,72.7,Kalimantan Barat
Landak,2020,72.84,Kalimantan Barat
Landak,2021,73.04,Kalimantan Barat
Landak,2022,73.39,Kalimantan Barat
Landak,2023,73.77,Kalimantan Barat
Landak,2024,74,Kalimantan Barat
Melawi,2013,72.38,Kalimantan Barat
Melawi,2014,72.38,Kalimantan Barat
Melawi,2015,72.38,Kalimantan Barat
Melawi,2016,72.39,Kalimantan Barat
Melawi,2017,72.39,Kalimantan Barat
Melawi,2018,72.56,Kalimantan Barat
Melawi,2019,72.88,Kalimantan Barat
Melawi,2020,72.97,Kalimantan Barat
Melawi,2021,72.98,Kalimantan Barat
Melawi,2022,73.14,Kalimantan Barat
Melawi,2023,73.32,Kalimantan Barat
Melawi,2024,73.49,Kalimantan Barat
Mempawah,2013,70.27,Kalimantan Barat
Mempawah,2014,70.28,Kalimantan Barat
Mempawah,2015,70.28,Kalimantan Barat
Mempawah,2016,70.3,Kalimantan Barat
Mempawah,2017,70.32,Kalimantan Barat
Mempawah,2018,70.54,Kalimantan Barat
Mempawah,2019,70.9,Kalimantan Barat
Mempawah,2020,71.04,Kalimantan Barat
Mempawah,2021,71.18,Kalimantan Barat
Mempawah,2022,71.47,Kalimantan Barat
Mempawah,2023,71.74,Kalimantan Barat
Mempawah,2024,71.87,Kalimantan Barat
Sambas,2013,67.69,Kalimantan Barat
Sambas,2014,67.74,Kalimantan Barat
Sambas,2015,67.94,Kalimantan Barat
Sambas,2016,68.05,Kalimantan Barat
Sambas,2017,68.17,Kalimantan Barat
Sambas,2018,68.5,Kalimantan Barat
Sambas,2019,68.83,Kalimantan Barat
Sambas,2020,68.93,Kalimantan Barat
Sambas,2021,69.08,Kalimantan Barat
Sambas,2022,69.39,Kalimantan Barat
Sambas,2023,69.76,Kalimantan Barat
Sambas,2024,70.11,Kalimantan Barat
Sanggau,2013,70.27,Kalimantan Barat
Sanggau,2014,70.28,Kalimantan Barat
Sanggau,2015,70.58,Kalimantan Barat
Sanggau,2016,70.67,Kalimantan Barat
Sanggau,2017,70.75,Kalimantan Barat
Sanggau,2018,71.05,Kalimantan Barat
Sanggau,2019,71.35,Kalimantan Barat
Sanggau,2020,71.42,Kalimantan Barat
Sanggau,2021,71.42,Kalimantan Barat
Sanggau,2022,71.58,Kalimantan Barat
Sanggau,2023,71.77,Kalimantan Barat
Sanggau,2024,71.91,Kalimantan Barat
Sekadau,2013,70.78,Kalimantan Barat
Sekadau,2014,70.8,Kalimantan Barat
Sekadau,2015,70.9,Kalimantan Barat
Sekadau,2016,70.94,Kalimantan Barat
Sekadau,2017,70.98,Kalimantan Barat
Sekadau,2018,71.24,Kalimantan Barat
Sekadau,2019,71.65,Kalimantan Barat
Sekadau,2020,71.84,Kalimantan Barat
Sekadau,2021,72.05,Kalimantan Barat
Sekadau,2022,72.39,Kalimantan Barat
Sekadau,2023,72.74,Kalimantan Barat
Sekadau,2024,72.96,Kalimantan Barat
Sintang,2013,70.95,Kalimantan Barat
Sintang,2014,70.95,Kalimantan Barat
Sintang,2015,71.05,Kalimantan Barat
Sintang,2016,71.08,Kalimantan Barat
Sintang,2017,71.11,Kalimantan Barat
Sintang,2018,71.29,Kalimantan Barat
Sintang,2019,71.62,Kalimantan Barat
Sintang,2020,71.71,Kalimantan Barat
Sintang,2021,71.84,Kalimantan Barat
Sintang,2022,72.12,Kalimantan Barat
Sintang,2023,72.41,Kalimantan Barat
Sintang,2024,72.72,Kalimantan Barat
Balangan,2013,66.62,Kalimantan Selatan
Balangan,2014,66.65,Kalimantan Selatan
Balangan,2015,66.95,Kalimantan Selatan
Balangan,2016,67.07,Kalimantan Selatan
Balangan,2017,67.19,Kalimantan Selatan
Balangan,2018,67.37,Kalimantan Selatan
Balangan,2019,67.59,Kalimantan Selatan
Balangan,2020,67.72,Kalimantan Selatan
Balangan,2021,67.85,Kalimantan Selatan
Balangan,2022,68.13,Kalimantan Selatan
Balangan,2023,68.4,Kalimantan Selatan
Balangan,2024,68.59,Kalimantan Selatan
Banjar,2013,65.27,Kalimantan Selatan
Banjar,2014,65.32,Kalimantan Selatan
Banjar,2015,65.97,Kalimantan Selatan
Banjar,2016,66.17,Kalimantan Selatan
Banjar,2017,66.38,Kalimantan Selatan
Banjar,2018,66.66,Kalimantan Selatan
Banjar,2019,66.97,Kalimantan Selatan
Banjar,2020,67.21,Kalimantan Selatan
Banjar,2021,67.41,Kalimantan Selatan
Banjar,2022,67.73,Kalimantan Selatan
Banjar,2023,68.01,Kalimantan Selatan
Banjar,2024,68.26,Kalimantan Selatan
Barito Kuala,2013,64.42,Kalimantan Selatan
Barito Kuala,2014,64.49,Kalimantan Selatan
Barito Kuala,2015,64.94,Kalimantan Selatan
Barito Kuala,2016,65.14,Kalimantan Selatan
Barito Kuala,2017,65.33,Kalimantan Selatan
Barito Kuala,2018,65.59,Kalimantan Selatan
Barito Kuala,2019,65.88,Kalimantan Selatan
Barito Kuala,2020,66.09,Kalimantan Selatan
Barito Kuala,2021,66.27,Kalimantan Selatan
Barito Kuala,2022,66.55,Kalimantan Selatan
Barito Kuala,2023,66.8,Kalimantan Selatan
Barito Kuala,2024,67.07,Kalimantan Selatan
Hulu Sungai Selatan,2013,63.55,Kalimantan Selatan
Hulu Sungai Selatan,2014,63.64,Kalimantan Selatan
Hulu Sungai Selatan,2015,64.14,Kalimantan Selatan
Hulu Sungai Selatan,2016,65.38,Kalimantan Selatan
Hulu Sungai Selatan,2017,65.39,Kalimantan Selatan
Hulu Sungai Selatan,2018,65.59,Kalimantan Selatan
Hulu Sungai Selatan,2019,65.82,Kalimantan Selatan
Hulu Sungai Selatan,2020,65.97,Kalimantan Selatan
Hulu Sungai Selatan,2021,66.12,Kalimantan Selatan
Hulu Sungai Selatan,2022,66.51,Kalimantan Selatan
Hulu Sungai Selatan,2023,66.9,Kalimantan Selatan
Hulu Sungai Selatan,2024,67.17,Kalimantan Selatan
Hulu Sungai Tengah,2013,64.24,Kalimantan Selatan
Hulu Sungai Tengah,2014,64.33,Kalimantan Selatan
Hulu Sungai Tengah,2015,64.83,Kalimantan Selatan
Hulu Sungai Tengah,2016,65.06,Kalimantan Selatan
Hulu Sungai Tengah,2017,65.3,Kalimantan Selatan
Hulu Sungai Tengah,2018,65.54,Kalimantan Selatan
Hulu Sungai Tengah,2019,65.82,Kalimantan Selatan
Hulu Sungai Tengah,2020,66.01,Kalimantan Selatan
Hulu Sungai Tengah,2021,66.2,Kalimantan Selatan
Hulu Sungai Tengah,2022,66.54,Kalimantan Selatan
Hulu Sungai Tengah,2023,66.86,Kalimantan Selatan
Hulu Sungai Tengah,2024,67.12,Kalimantan Selatan
Hulu Sungai Utara,2013,61.99,Kalimantan Selatan
Hulu Sungai Utara,2014,62.09,Kalimantan Selatan
Hulu Sungai Utara,2015,62.49,Kalimantan Selatan
Hulu Sungai Utara,2016,62.71,Kalimantan Selatan
Hulu Sungai Utara,2017,62.94,Kalimantan Selatan
Hulu Sungai Utara,2018,63.24,Kalimantan Selatan
Hulu Sungai Utara,2019,63.58,Kalimantan Selatan
Hulu Sungai Utara,2020,63.83,Kalimantan Selatan
Hulu Sungai Utara,2021,64.1,Kalimantan Selatan
Hulu Sungai Utara,2022,64.53,Kalimantan Selatan
Hulu Sungai Utara,2023,64.97,Kalimantan Selatan
Hulu Sungai Utara,2024,65.26,Kalimantan Selatan
Kota Banjarbaru,2013,71.06,Kalimantan Selatan
Kota Banjarbaru,2014,71.06,Kalimantan Selatan
Kota Banjarbaru,2015,71.36,Kalimantan Selatan
Kota Banjarbaru,2016,71.43,Kalimantan Selatan
Kota Banjarbaru,2017,71.5,Kalimantan Selatan
Kota Banjarbaru,2018,71.67,Kalimantan Selatan
Kota Banjarbaru,2019,71.87,Kalimantan Selatan
Kota Banjarbaru,2020,71.99,Kalimantan Selatan
Kota Banjarbaru,2021,72.1,Kalimantan Selatan
Kota Banjarbaru,2022,72.36,Kalimantan Selatan
Kota Banjarbaru,2023,72.62,Kalimantan Selatan
Kota Banjarbaru,2024,72.82,Kalimantan Selatan
Kota Banjarmasin,2013,69.99,Kalimantan Selatan
Kota Banjarmasin,2014,70.02,Kalimantan Selatan
Kota Banjarmasin,2015,70.32,Kalimantan Selatan
Kota Banjarmasin,2016,70.44,Kalimantan Selatan
Kota Banjarmasin,2017,70.55,Kalimantan Selatan
Kota Banjarmasin,2018,70.75,Kalimantan Selatan
Kota Banjarmasin,2019,70.98,Kalimantan Selatan
Kota Banjarmasin,2020,71.13,Kalimantan Selatan
Kota Banjarmasin,2021,71.29,Kalimantan Selatan
Kota Banjarmasin,2022,71.59,Kalimantan Selatan
Kota Banjarmasin,2023,71.89,Kalimantan Selatan
Kota Banjarmasin,2024,72.1,Kalimantan Selatan
Kotabaru,2013,68.12,Kalimantan Selatan
Kotabaru,2014,68.14,Kalimantan Selatan
Kotabaru,2015,68.49,Kalimantan Selatan
Kotabaru,2016,68.61,Kalimantan Selatan
Kotabaru,2017,68.72,Kalimantan Selatan
Kotabaru,2018,68.89,Kalimantan Selatan
Kotabaru,2019,69.1,Kalimantan Selatan
Kotabaru,2020,69.21,Kalimantan Selatan
Kotabaru,2021,69.32,Kalimantan Selatan
Kotabaru,2022,69.56,Kalimantan Selatan
Kotabaru,2023,69.77,Kalimantan Selatan
Kotabaru,2024,69.93,Kalimantan Selatan
Tabalong,2013,69.36,Kalimantan Selatan
Tabalong,2014,69.39,Kalimantan Selatan
Tabalong,2015,69.74,Kalimantan Selatan
Tabalong,2016,69.84,Kalimantan Selatan
Tabalong,2017,69.95,Kalimantan Selatan
Tabalong,2018,70.12,Kalimantan Selatan
Tabalong,2019,70.33,Kalimantan Selatan
Tabalong,2020,70.44,Kalimantan Selatan
Tabalong,2021,70.57,Kalimantan Selatan
Tabalong,2022,70.84,Kalimantan Selatan
Tabalong,2023,71.28,Kalimantan Selatan
Tabalong,2024,71.46,Kalimantan Selatan
Tanah Bumbu,2013,68.81,Kalimantan Selatan
Tanah Bumbu,2014,68.84,Kalimantan Selatan
Tanah Bumbu,2015,69.19,Kalimantan Selatan
Tanah Bumbu,2016,69.19,Kalimantan Selatan
Tanah Bumbu,2017,69.44,Kalimantan Selatan
Tanah Bumbu,2018,69.74,Kalimantan Selatan
Tanah Bumbu,2019,70.08,Kalimantan Selatan
Tanah Bumbu,2020,70.34,Kalimantan Selatan
Tanah Bumbu,2021,70.45,Kalimantan Selatan
Tanah Bumbu,2022,70.7,Kalimantan Selatan
Tanah Bumbu,2023,70.94,Kalimantan Selatan
Tanah Bumbu,2024,71.11,Kalimantan Selatan
Tanah Laut,2013,68.19,Kalimantan Selatan
Tanah Laut,2014,68.22,Kalimantan Selatan
Tanah Laut,2015,68.62,Kalimantan Selatan
Tanah Laut,2016,68.76,Kalimantan Selatan
Tanah Laut,2017,68.89,Kalimantan Selatan
Tanah Laut,2018,69.08,Kalimantan Selatan
Tanah Laut,2019,69.31,Kalimantan Selatan
Tanah Laut,2020,69.45,Kalimantan Selatan
Tanah Laut,2021,69.59,Kalimantan Selatan
Tanah Laut,2022,69.86,Kalimantan Selatan
Tanah Laut,2023,70.11,Kalimantan Selatan
Tanah Laut,2024,70.31,Kalimantan Selatan
Tapin,2013,68.98,Kalimantan Selatan
Tapin,2014,69.02,Kalimantan Selatan
Tapin,2015,69.47,Kalimantan Selatan
Tapin,2016,69.62,Kalimantan Selatan
Tapin,2017,69.77,Kalimantan Selatan
Tapin,2018,69.98,Kalimantan Selatan
Tapin,2019,70.23,Kalimantan Selatan
Tapin,2020,70.4,Kalimantan Selatan
Tapin,2021,70.57,Kalimantan Selatan
Tapin,2022,70.88,Kalimantan Selatan
Tapin,2023,71.16,Kalimantan Selatan
Tapin,2024,71.35,Kalimantan Selatan
Barito Selatan,2013,65.99,Kalimantan Tengah
Barito Selatan,2014,66.08,Kalimantan Tengah
Barito Selatan,2015,66.48,Kalimantan Tengah
Barito Selatan,2016,66.63,Kalimantan Tengah
Barito Selatan,2017,66.78,Kalimantan Tengah
Barito Selatan,2018,66.89,Kalimantan Tengah
Barito Selatan,2019,66.99,Kalimantan Tengah
Barito Selatan,2020,67.09,Kalimantan Tengah
Barito Selatan,2021,67.19,Kalimantan Tengah
Barito Selatan,2022,67.48,Kalimantan Tengah
Barito Selatan,2023,67.75,Kalimantan Tengah
Barito Selatan,2024,67.86,Kalimantan Tengah
Barito Timur,2013,67.32,Kalimantan Tengah
Barito Timur,2014,67.41,Kalimantan Tengah
Barito Timur,2015,67.71,Kalimantan Tengah
Barito Timur,2016,67.84,Kalimantan Tengah
Barito Timur,2017,67.97,Kalimantan Tengah
Barito Timur,2018,68.06,Kalimantan Tengah
Barito Timur,2019,68.14,Kalimantan Tengah
Barito Timur,2020,68.22,Kalimantan Tengah
Barito Timur,2021,68.31,Kalimantan Tengah
Barito Timur,2022,68.61,Kalimantan Tengah
Barito Timur,2023,68.91,Kalimantan Tengah
Barito Timur,2024,69.02,Kalimantan Tengah
Barito Utara,2013,70.81,Kalimantan Tengah
Barito Utara,2014,70.91,Kalimantan Tengah
Barito Utara,2015,71.01,Kalimantan Tengah
Barito Utara,2016,71.26,Kalimantan Tengah
Barito Utara,2017,71.27,Kalimantan Tengah
Barito Utara,2018,71.28,Kalimantan Tengah
Barito Utara,2019,71.29,Kalimantan Tengah
Barito Utara,2020,71.3,Kalimantan Tengah
Barito Utara,2021,71.3,Kalimantan Tengah
Barito Utara,2022,71.5,Kalimantan Tengah
Barito Utara,2023,71.68,Kalimantan Tengah
Barito Utara,2024,71.8,Kalimantan Tengah
Gunung Mas,2013,69.5,Kalimantan Tengah
Gunung Mas,2014,69.59,Kalimantan Tengah
Gunung Mas,2015,69.89,Kalimantan Tengah
Gunung Mas,2016,70.02,Kalimantan Tengah
Gunung Mas,2017,70.15,Kalimantan Tengah
Gunung Mas,2018,70.24,Kalimantan Tengah
Gunung Mas,2019,70.32,Kalimantan Tengah
Gunung Mas,2020,70.4,Kalimantan Tengah
Gunung Mas,2021,70.46,Kalimantan Tengah
Gunung Mas,2022,70.72,Kalimantan Tengah
Gunung Mas,2023,70.96,Kalimantan Tengah
Gunung Mas,2024,71.1,Kalimantan Tengah
Kapuas,2013,68.21,Kalimantan Tengah
Kapuas,2014,68.3,Kalimantan Tengah
Kapuas,2015,68.4,Kalimantan Tengah
Kapuas,2016,68.49,Kalimantan Tengah
Kapuas,2017,68.59,Kalimantan Tengah
Kapuas,2018,68.64,Kalimantan Tengah
Kapuas,2019,68.69,Kalimantan Tengah
Kapuas,2020,68.74,Kalimantan Tengah
Kapuas,2021,68.78,Kalimantan Tengah
Kapuas,2022,69.02,Kalimantan Tengah
Kapuas,2023,69.23,Kalimantan Tengah
Kapuas,2024,69.34,Kalimantan Tengah
Katingan,2013,64.89,Kalimantan Tengah
Katingan,2014,64.98,Kalimantan Tengah
Katingan,2015,65.28,Kalimantan Tengah
Katingan,2016,65.4,Kalimantan Tengah
Katingan,2017,65.53,Kalimantan Tengah
Katingan,2018,65.62,Kalimantan Tengah
Katingan,2019,65.7,Kalimantan Tengah
Katingan,2020,65.78,Kalimantan Tengah
Katingan,2021,65.87,Kalimantan Tengah
Katingan,2022,66.16,Kalimantan Tengah
Katingan,2023,66.43,Kalimantan Tengah
Katingan,2024,66.52,Kalimantan Tengah
Kota Palangkaraya,2013,72.85,Kalimantan Tengah
Kota Palangkaraya,2014,72.95,Kalimantan Tengah
Kota Palangkaraya,2015,72.97,Kalimantan Tengah
Kota Palangkaraya,2016,73.05,Kalimantan Tengah
Kota Palangkaraya,2017,73.13,Kalimantan Tengah
Kota Palangkaraya,2018,73.16,Kalimantan Tengah
Kota Palangkaraya,2019,73.19,Kalimantan Tengah
Kota Palangkaraya,2020,73.21,Kalimantan Tengah
Kota Palangkaraya,2021,73.24,Kalimantan Tengah
Kota Palangkaraya,2022,73.47,Kalimantan Tengah
Kota Palangkaraya,2023,73.7,Kalimantan Tengah
Kota Palangkaraya,2024,73.82,Kalimantan Tengah
Kotawaringin Barat,2013,69.68,Kalimantan Tengah
Kotawaringin Barat,2014,69.77,Kalimantan Tengah
Kotawaringin Barat,2015,70.07,Kalimantan Tengah
Kotawaringin Barat,2016,70.21,Kalimantan Tengah
Kotawaringin Barat,2017,70.34,Kalimantan Tengah
Kotawaringin Barat,2018,70.43,Kalimantan Tengah
Kotawaringin Barat,2019,70.51,Kalimantan Tengah
Kotawaringin Barat,2020,70.59,Kalimantan Tengah
Kotawaringin Barat,2021,70.68,Kalimantan Tengah
Kotawaringin Barat,2022,70.98,Kalimantan Tengah
Kotawaringin Barat,2023,71.28,Kalimantan Tengah
Kotawaringin Barat,2024,71.38,Kalimantan Tengah
Kotawaringin Timur,2013,69.32,Kalimantan Tengah
Kotawaringin Timur,2014,69.41,Kalimantan Tengah
Kotawaringin Timur,2015,69.51,Kalimantan Tengah
Kotawaringin Timur,2016,69.6,Kalimantan Tengah
Kotawaringin Timur,2017,69.7,Kalimantan Tengah
Kotawaringin Timur,2018,69.75,Kalimantan Tengah
Kotawaringin Timur,2019,69.8,Kalimantan Tengah
Kotawaringin Timur,2020,69.85,Kalimantan Tengah
Kotawaringin Timur,2021,69.9,Kalimantan Tengah
Kotawaringin Timur,2022,70.15,Kalimantan Tengah
Kotawaringin Timur,2023,70.39,Kalimantan Tengah
Kotawaringin Timur,2024,70.51,Kalimantan Tengah
Lamandau,2013,68.98,Kalimantan Tengah
Lamandau,2014,69.07,Kalimantan Tengah
Lamandau,2015,69.12,Kalimantan Tengah
Lamandau,2016,69.2,Kalimantan Tengah
Lamandau,2017,69.28,Kalimantan Tengah
Lamandau,2018,69.31,Kalimantan Tengah
Lamandau,2019,69.34,Kalimantan Tengah
Lamandau,2020,69.36,Kalimantan Tengah
Lamandau,2021,69.39,Kalimantan Tengah
Lamandau,2022,69.62,Kalimantan Tengah
Lamandau,2023,69.84,Kalimantan Tengah
Lamandau,2024,69.98,Kalimantan Tengah
Murung Raya,2013,69.02,Kalimantan Tengah
Murung Raya,2014,69.11,Kalimantan Tengah
Murung Raya,2015,69.21,Kalimantan Tengah
Murung Raya,2016,69.3,Kalimantan Tengah
Murung Raya,2017,69.39,Kalimantan Tengah
Murung Raya,2018,69.43,Kalimantan Tengah
Murung Raya,2019,69.47,Kalimantan Tengah
Murung Raya,2020,69.51,Kalimantan Tengah
Murung Raya,2021,69.53,Kalimantan Tengah
Murung Raya,2022,69.75,Kalimantan Tengah
Murung Raya,2023,69.94,Kalimantan Tengah
Murung Raya,2024,70.04,Kalimantan Tengah
Pulang Pisau,2013,67.35,Kalimantan Tengah
Pulang Pisau,2014,67.44,Kalimantan Tengah
Pulang Pisau,2015,67.64,Kalimantan Tengah
Pulang Pisau,2016,67.75,Kalimantan Tengah
Pulang Pisau,2017,67.86,Kalimantan Tengah
Pulang Pisau,2018,67.92,Kalimantan Tengah
Pulang Pisau,2019,67.98,Kalimantan Tengah
Pulang Pisau,2020,68.04,Kalimantan Tengah
Pulang Pisau,2021,68.1,Kalimantan Tengah
Pulang Pisau,2022,68.36,Kalimantan Tengah
Pulang Pisau,2023,68.6,Kalimantan Tengah
Pulang Pisau,2024,68.74,Kalimantan Tengah
Seruyan,2013,68.49,Kalimantan Tengah
Seruyan,2014,68.58,Kalimantan Tengah
Seruyan,2015,68.88,Kalimantan Tengah
Seruyan,2016,69.22,Kalimantan Tengah
Seruyan,2017,69.23,Kalimantan Tengah
Seruyan,2018,69.24,Kalimantan Tengah
Seruyan,2019,69.25,Kalimantan Tengah
Seruyan,2020,69.26,Kalimantan Tengah
Seruyan,2021,69.26,Kalimantan Tengah
Seruyan,2022,69.46,Kalimantan Tengah
Seruyan,2023,69.63,Kalimantan Tengah
Seruyan,2024,69.72,Kalimantan Tengah
Sukamara,2013,71.1,Kalimantan Tengah
Sukamara,2014,71.19,Kalimantan Tengah
Sukamara,2015,71.24,Kalimantan Tengah
Sukamara,2016,71.32,Kalimantan Tengah
Sukamara,2017,71.41,Kalimantan Tengah
Sukamara,2018,71.45,Kalimantan Tengah
Sukamara,2019,71.49,Kalimantan Tengah
Sukamara,2020,71.53,Kalimantan Tengah
Sukamara,2021,71.56,Kalimantan Tengah
Sukamara,2022,71.8,Kalimantan Tengah
Sukamara,2023,72.03,Kalimantan Tengah
Sukamara,2024,72.15,Kalimantan Tengah
Berau,2013,71.15,Kalimantan Timur
Berau,2014,71.21,Kalimantan Timur
Berau,2015,71.31,Kalimantan Timur
Berau,2016,71.37,Kalimantan Timur
Berau,2017,71.44,Kalimantan Timur
Berau,2018,71.68,Kalimantan Timur
Berau,2019,71.94,Kalimantan Timur
Berau,2020,72.06,Kalimantan Timur
Berau,2021,72.32,Kalimantan Timur
Berau,2022,72.32,Kalimantan Timur
Berau,2023,72.41,Kalimantan Timur
Berau,2024,72.59,Kalimantan Timur
Kota Balikpapan,2013,73.93,Kalimantan Timur
Kota Balikpapan,2014,73.94,Kalimantan Timur
Kota Balikpapan,2015,73.95,Kalimantan Timur
Kota Balikpapan,2016,73.96,Kalimantan Timur
Kota Balikpapan,2017,73.97,Kalimantan Timur
Kota Balikpapan,2018,74.18,Kalimantan Timur
Kota Balikpapan,2019,74.41,Kalimantan Timur
Kota Balikpapan,2020,74.49,Kalimantan Timur
Kota Balikpapan,2021,74.76,Kalimantan Timur
Kota Balikpapan,2022,74.78,Kalimantan Timur
Kota Balikpapan,2023,74.89,Kalimantan Timur
Kota Balikpapan,2024,75.1,Kalimantan Timur
Kota Bontang,2013,73.67,Kalimantan Timur
Kota Bontang,2014,73.68,Kalimantan Timur
Kota Bontang,2015,73.69,Kalimantan Timur
Kota Bontang,2016,73.71,Kalimantan Timur
Kota Bontang,2017,73.72,Kalimantan Timur
Kota Bontang,2018,73.94,Kalimantan Timur
Kota Bontang,2019,74.18,Kalimantan Timur
Kota Bontang,2020,74.28,Kalimantan Timur
Kota Bontang,2021,74.55,Kalimantan Timur
Kota Bontang,2022,74.57,Kalimantan Timur
Kota Bontang,2023,74.67,Kalimantan Timur
Kota Bontang,2024,74.88,Kalimantan Timur
Kota Samarinda,2013,73.59,Kalimantan Timur
Kota Samarinda,2014,73.63,Kalimantan Timur
Kota Samarinda,2015,73.65,Kalimantan Timur
Kota Samarinda,2016,73.68,Kalimantan Timur
Kota Samarinda,2017,73.71,Kalimantan Timur
Kota Samarinda,2018,73.93,Kalimantan Timur
Kota Samarinda,2019,74.17,Kalimantan Timur
Kota Samarinda,2020,74.27,Kalimantan Timur
Kota Samarinda,2021,74.54,Kalimantan Timur
Kota Samarinda,2022,74.56,Kalimantan Timur
Kota Samarinda,2023,74.68,Kalimantan Timur
Kota Samarinda,2024,74.9,Kalimantan Timur
Kutai Barat,2013,71.96,Kalimantan Timur
Kutai Barat,2014,72.03,Kalimantan Timur
Kutai Barat,2015,72.19,Kalimantan Timur
Kutai Barat,2016,72.28,Kalimantan Timur
Kutai Barat,2017,72.37,Kalimantan Timur
Kutai Barat,2018,72.57,Kalimantan Timur
Kutai Barat,2019,72.79,Kalimantan Timur
Kutai Barat,2020,72.86,Kalimantan Timur
Kutai Barat,2021,73.1,Kalimantan Timur
Kutai Barat,2022,73.1,Kalimantan Timur
Kutai Barat,2023,73.19,Kalimantan Timur
Kutai Barat,2024,73.37,Kalimantan Timur
Kutai Kartanegara,2013,71.48,Kalimantan Timur
Kutai Kartanegara,2014,71.5,Kalimantan Timur
Kutai Kartanegara,2015,71.6,Kalimantan Timur
Kutai Kartanegara,2016,71.64,Kalimantan Timur
Kutai Kartanegara,2017,71.68,Kalimantan Timur
Kutai Kartanegara,2018,71.93,Kalimantan Timur
Kutai Kartanegara,2019,72.21,Kalimantan Timur
Kutai Kartanegara,2020,72.34,Kalimantan Timur
Kutai Kartanegara,2021,72.64,Kalimantan Timur
Kutai Kartanegara,2022,72.65,Kalimantan Timur
Kutai Kartanegara,2023,72.75,Kalimantan Timur
Kutai Kartanegara,2024,72.94,Kalimantan Timur
Kutai Timur,2013,72.3,Kalimantan Timur
Kutai Timur,2014,72.37,Kalimantan Timur
Kutai Timur,2015,72.39,Kalimantan Timur
Kutai Timur,2016,72.45,Kalimantan Timur
Kutai Timur,2017,72.51,Kalimantan Timur
Kutai Timur,2018,72.76,Kalimantan Timur
Kutai Timur,2019,73.03,Kalimantan Timur
Kutai Timur,2020,73.16,Kalimantan Timur
Kutai Timur,2021,73.46,Kalimantan Timur
Kutai Timur,2022,73.47,Kalimantan Timur
Kutai Timur,2023,73.57,Kalimantan Timur
Kutai Timur,2024,73.75,Kalimantan Timur
Mahakam Ulu,2013,71.05,Kalimantan Timur
Mahakam Ulu,2014,71.12,Kalimantan Timur
Mahakam Ulu,2015,71.13,Kalimantan Timur
Mahakam Ulu,2016,71.19,Kalimantan Timur
