Kota/Kabupaten,Tahun,Life Expectancy at Birth (Year),Provinsi
Morowali,2019,68.82,Sulawesi Tengah
Morowali,2020,69.18,Sulawesi Tengah
Morowali,2021,69.23,Sulawesi Tengah
Morowali,2022,69.23,Sulawesi Tengah
Morowali,2023,69.37,Sulawesi Tengah
Morowali,2024,69.41,Sulawesi Tengah
Morowali Utara,2013,68.28,Sulawesi Tengah
Morowali Utara,2014,68.29,Sulawesi Tengah
Morowali Utara,2015,68.29,Sulawesi Tengah
Morowali Utara,2016,68.32,Sulawesi Tengah
Morowali Utara,2017,68.34,Sulawesi Tengah
Morowali Utara,2018,68.77,Sulawesi Tengah
Morowali Utara,2019,69.19,Sulawesi Tengah
Morowali Utara,2020,69.61,Sulawesi Tengah
Morowali Utara,2021,69.71,Sulawesi Tengah
Morowali Utara,2022,69.77,Sulawesi Tengah
Morowali Utara,2023,69.97,Sulawesi Tengah
Morowali Utara,2024,70.06,Sulawesi Tengah
Parigi Moutong,2013,63.16,Sulawesi Tengah
Parigi Moutong,2014,63.17,Sulawesi Tengah
Parigi Moutong,2015,63.17,Sulawesi Tengah
Parigi Moutong,2016,63.18,Sulawesi Tengah
Parigi Moutong,2017,63.19,Sulawesi Tengah
Parigi Moutong,2018,63.57,Sulawesi Tengah
Parigi Moutong,2019,63.94,Sulawesi Tengah
Parigi Moutong,2020,64.3,Sulawesi Tengah
Parigi Moutong,2021,64.35,Sulawesi Tengah
Parigi Moutong,2022,64.35,Sulawesi Tengah
Parigi Moutong,2023,64.62,Sulawesi Tengah
Parigi Moutong,2024,64.66,Sulawesi Tengah
Poso,2013,69.98,Sulawesi Tengah
Poso,2014,69.99,Sulawesi Tengah
Poso,2015,70.09,Sulawesi Tengah
Poso,2016,70.13,Sulawesi Tengah
Poso,2017,70.16,Sulawesi Tengah
Poso,2018,70.51,Sulawesi Tengah
Poso,2019,70.85,Sulawesi Tengah
Poso,2020,71.18,Sulawesi Tengah
Poso,2021,71.19,Sulawesi Tengah
Poso,2022,71.19,Sulawesi Tengah
Poso,2023,71.33,Sulawesi Tengah
Poso,2024,71.34,Sulawesi Tengah
Sigi,2013,68.65,Sulawesi Tengah
Sigi,2014,68.66,Sulawesi Tengah
Sigi,2015,68.66,Sulawesi Tengah
Sigi,2016,68.69,Sulawesi Tengah
Sigi,2017,68.72,Sulawesi Tengah
Sigi,2018,69.15,Sulawesi Tengah
Sigi,2019,69.57,Sulawesi Tengah
Sigi,2020,69.99,Sulawesi Tengah
Sigi,2021,70.09,Sulawesi Tengah
Sigi,2022,70.15,Sulawesi Tengah
Sigi,2023,70.35,Sulawesi Tengah
Sigi,2024,70.48,Sulawesi Tengah
Tojo Una Una,2013,63.84,Sulawesi Tengah
Tojo Una Una,2014,63.87,Sulawesi Tengah
Tojo Una Una,2015,63.95,Sulawesi Tengah
Tojo Una Una,2016,64.01,Sulawesi Tengah
Tojo Una Una,2017,64.07,Sulawesi Tengah
Tojo Una Una,2018,64.61,Sulawesi Tengah
Tojo Una Una,2019,65.14,Sulawesi Tengah
Tojo Una Una,2020,65.67,Sulawesi Tengah
Tojo Una Una,2021,65.9,Sulawesi Tengah
Tojo Una Una,2022,66.08,Sulawesi Tengah
Tojo Una Una,2023,66.41,Sulawesi Tengah
Tojo Una Una,2024,66.6,Sulawesi Tengah
Toli Toli,2013,63.73,Sulawesi Tengah
Toli Toli,2014,63.75,Sulawesi Tengah
Toli Toli,2015,63.95,Sulawesi Tengah
Toli Toli,2016,64.03,Sulawesi Tengah
Toli Toli,2017,64.12,Sulawesi Tengah
Toli Toli,2018,64.71,Sulawesi Tengah
Toli Toli,2019,65.3,Sulawesi Tengah
Toli Toli,2020,65.9,Sulawesi Tengah
Toli Toli,2021,66.18,Sulawesi Tengah
Toli Toli,2022,66.41,Sulawesi Tengah
Toli Toli,2023,66.78,Sulawesi Tengah
Toli Toli,2024,67.03,Sulawesi Tengah
Bombana,2013,67.55,Sulawesi Tenggara
Bombana,2014,67.62,Sulawesi Tenggara
Bombana,2015,67.62,Sulawesi Tenggara
Bombana,2016,67.72,Sulawesi Tenggara
Bombana,2017,67.82,Sulawesi Tenggara
Bombana,2018,68.17,Sulawesi Tenggara
Bombana,2019,68.54,Sulawesi Tenggara
Bombana,2020,68.91,Sulawesi Tenggara
Bombana,2021,69.09,Sulawesi Tenggara
Bombana,2022,69.2,Sulawesi Tenggara
Bombana,2023,69.34,Sulawesi Tenggara
Bombana,2024,69.49,Sulawesi Tenggara
Buton,2013,67.12,Sulawesi Tenggara
Buton,2014,67.17,Sulawesi Tenggara
Buton,2015,67.17,Sulawesi Tenggara
Buton,2016,67.23,Sulawesi Tenggara
Buton,2017,67.3,Sulawesi Tenggara
Buton,2018,67.6,Sulawesi Tenggara
Buton,2019,67.92,Sulawesi Tenggara
Buton,2020,68.25,Sulawesi Tenggara
Buton,2021,68.39,Sulawesi Tenggara
Buton,2022,68.46,Sulawesi Tenggara
Buton,2023,68.56,Sulawesi Tenggara
Buton,2024,68.67,Sulawesi Tenggara
Buton Selatan,2013,-,Sulawesi Tenggara
Buton Selatan,2014,67.17,Sulawesi Tenggara
Buton Selatan,2015,67.17,Sulawesi Tenggara
Buton Selatan,2016,67.17,Sulawesi Tenggara
Buton Selatan,2017,67.17,Sulawesi Tenggara
Buton Selatan,2018,67.33,Sulawesi Tenggara
Buton Selatan,2019,67.5,Sulawesi Tenggara
Buton Selatan,2020,67.66,Sulawesi Tenggara
Buton Selatan,2021,67.69,Sulawesi Tenggara
Buton Selatan,2022,67.76,Sulawesi Tenggara
Buton Selatan,2023,67.86,Sulawesi Tenggara
Buton Selatan,2024,67.97,Sulawesi Tenggara
Buton Tengah,2013,-,Sulawesi Tenggara
Buton Tengah,2014,67.17,Sulawesi Tenggara
Buton Tengah,2015,67.17,Sulawesi Tenggara
Buton Tengah,2016,67.17,Sulawesi Tenggara
Buton Tengah,2017,67.17,Sulawesi Tenggara
Buton Tengah,2018,67.33,Sulawesi Tenggara
Buton Tengah,2019,67.5,Sulawesi Tenggara
Buton Tengah,2020,67.66,Sulawesi Tenggara
Buton Tengah,2021,67.69,Sulawesi Tenggara
Buton Tengah,2022,67.78,Sulawesi Tenggara
Buton Tengah,2023,67.9,Sulawesi Tenggara
Buton Tengah,2024,68.03,Sulawesi Tenggara
Buton Utara,2013,70.36,Sulawesi Tenggara
Buton Utara,2014,70.36,Sulawesi Tenggara
Buton Utara,2015,70.36,Sulawesi Tenggara
Buton Utara,2016,70.37,Sulawesi Tenggara
Buton Utara,2017,70.38,Sulawesi Tenggara
Buton Utara,2018,70.56,Sulawesi Tenggara
Buton Utara,2019,70.75,Sulawesi Tenggara
Buton Utara,2020,70.93,Sulawesi Tenggara
Buton Utara,2021,70.93,Sulawesi Tenggara
Buton Utara,2022,70.96,Sulawesi Tenggara
Buton Utara,2023,71.02,Sulawesi Tenggara
Buton Utara,2024,71.09,Sulawesi Tenggara
Kolaka,2013,69.76,Sulawesi Tenggara
Kolaka,2014,69.8,Sulawesi Tenggara
Kolaka,2015,69.9,Sulawesi Tenggara
Kolaka,2016,69.97,Sulawesi Tenggara
Kolaka,2017,70.05,Sulawesi Tenggara
Kolaka,2018,70.38,Sulawesi Tenggara
Kolaka,2019,70.72,Sulawesi Tenggara
Kolaka,2020,71.06,Sulawesi Tenggara
Kolaka,2021,71.21,Sulawesi Tenggara
Kolaka,2022,71.3,Sulawesi Tenggara
Kolaka,2023,71.42,Sulawesi Tenggara
Kolaka,2024,71.56,Sulawesi Tenggara
Kolaka Timur,2013,71.28,Sulawesi Tenggara
Kolaka Timur,2014,71.31,Sulawesi Tenggara
Kolaka Timur,2015,71.51,Sulawesi Tenggara
Kolaka Timur,2016,71.58,Sulawesi Tenggara
Kolaka Timur,2017,71.66,Sulawesi Tenggara
Kolaka Timur,2018,71.99,Sulawesi Tenggara
Kolaka Timur,2019,72.33,Sulawesi Tenggara
Kolaka Timur,2020,72.67,Sulawesi Tenggara
Kolaka Timur,2021,72.82,Sulawesi Tenggara
Kolaka Timur,2022,72.9,Sulawesi Tenggara
Kolaka Timur,2023,73.01,Sulawesi Tenggara
Kolaka Timur,2024,73.13,Sulawesi Tenggara
Kolaka Utara,2013,69.15,Sulawesi Tenggara
Kolaka Utara,2014,69.19,Sulawesi Tenggara
Kolaka Utara,2015,69.49,Sulawesi Tenggara
Kolaka Utara,2016,69.62,Sulawesi Tenggara
Kolaka Utara,2017,69.74,Sulawesi Tenggara
Kolaka Utara,2018,69.94,Sulawesi Tenggara
Kolaka Utara,2019,70.15,Sulawesi Tenggara
Kolaka Utara,2020,70.36,Sulawesi Tenggara
Kolaka Utara,2021,70.36,Sulawesi Tenggara
Kolaka Utara,2022,70.4,Sulawesi Tenggara
Kolaka Utara,2023,70.47,Sulawesi Tenggara
Kolaka Utara,2024,70.56,Sulawesi Tenggara
Konawe,2013,69.35,Sulawesi Tenggara
Konawe,2014,69.35,Sulawesi Tenggara
Konawe,2015,69.45,Sulawesi Tenggara
Konawe,2016,69.48,Sulawesi Tenggara
Konawe,2017,69.52,Sulawesi Tenggara
Konawe,2018,69.76,Sulawesi Tenggara
Konawe,2019,70.02,Sulawesi Tenggara
Konawe,2020,70.27,Sulawesi Tenggara
Konawe,2021,70.32,Sulawesi Tenggara
Konawe,2022,70.38,Sulawesi Tenggara
Konawe,2023,70.44,Sulawesi Tenggara
Konawe,2024,70.52,Sulawesi Tenggara
Konawe Kepulauan,2013,67.85,Sulawesi Tenggara
Konawe Kepulauan,2014,67.86,Sulawesi Tenggara
Konawe Kepulauan,2015,67.86,Sulawesi Tenggara
Konawe Kepulauan,2016,67.87,Sulawesi Tenggara
Konawe Kepulauan,2017,67.88,Sulawesi Tenggara
Konawe Kepulauan,2018,68.06,Sulawesi Tenggara
Konawe Kepulauan,2019,68.25,Sulawesi Tenggara
Konawe Kepulauan,2020,68.43,Sulawesi Tenggara
Konawe Kepulauan,2021,68.43,Sulawesi Tenggara
Konawe Kepulauan,2022,68.46,Sulawesi Tenggara
Konawe Kepulauan,2023,68.52,Sulawesi Tenggara
Konawe Kepulauan,2024,68.6,Sulawesi Tenggara
Konawe Selatan,2013,69.75,Sulawesi Tenggara
Konawe Selatan,2014,69.77,Sulawesi Tenggara
Konawe Selatan,2015,69.87,Sulawesi Tenggara
Konawe Selatan,2016,69.93,Sulawesi Tenggara
Konawe Selatan,2017,69.98,Sulawesi Tenggara
Konawe Selatan,2018,70.24,Sulawesi Tenggara
Konawe Selatan,2019,70.52,Sulawesi Tenggara
Konawe Selatan,2020,70.8,Sulawesi Tenggara
Konawe Selatan,2021,70.87,Sulawesi Tenggara
Konawe Selatan,2022,70.95,Sulawesi Tenggara
Konawe Selatan,2023,71.02,Sulawesi Tenggara
Konawe Selatan,2024,71.1,Sulawesi Tenggara
Konawe Utara,2013,68.55,Sulawesi Tenggara
Konawe Utara,2014,68.59,Sulawesi Tenggara
Konawe Utara,2015,68.59,Sulawesi Tenggara
Konawe Utara,2016,68.64,Sulawesi Tenggara
Konawe Utara,2017,68.69,Sulawesi Tenggara
Konawe Utara,2018,68.95,Sulawesi Tenggara
Konawe Utara,2019,69.23,Sulawesi Tenggara
Konawe Utara,2020,69.51,Sulawesi Tenggara
Konawe Utara,2021,69.53,Sulawesi Tenggara
Konawe Utara,2022,69.59,Sulawesi Tenggara
Konawe Utara,2023,69.68,Sulawesi Tenggara
Konawe Utara,2024,69.78,Sulawesi Tenggara
Kota Bau Bau,2013,70.41,Sulawesi Tenggara
Kota Bau Bau,2014,70.43,Sulawesi Tenggara
Kota Bau Bau,2015,70.43,Sulawesi Tenggara
Kota Bau Bau,2016,70.47,Sulawesi Tenggara
Kota Bau Bau,2017,70.5,Sulawesi Tenggara
Kota Bau Bau,2018,70.72,Sulawesi Tenggara
Kota Bau Bau,2019,70.95,Sulawesi Tenggara
Kota Bau Bau,2020,71.19,Sulawesi Tenggara
Kota Bau Bau,2021,71.25,Sulawesi Tenggara
Kota Bau Bau,2022,71.36,Sulawesi Tenggara
Kota Bau Bau,2023,71.51,Sulawesi Tenggara
Kota Bau Bau,2024,71.67,Sulawesi Tenggara
Kota Kendari,2013,72.92,Sulawesi Tenggara
Kota Kendari,2014,72.94,Sulawesi Tenggara
Kota Kendari,2015,72.94,Sulawesi Tenggara
Kota Kendari,2016,72.98,Sulawesi Tenggara
Kota Kendari,2017,73.02,Sulawesi Tenggara
Kota Kendari,2018,73.26,Sulawesi Tenggara
Kota Kendari,2019,73.52,Sulawesi Tenggara
Kota Kendari,2020,73.77,Sulawesi Tenggara
Kota Kendari,2021,73.83,Sulawesi Tenggara
Kota Kendari,2022,73.93,Sulawesi Tenggara
Kota Kendari,2023,74.07,Sulawesi Tenggara
Kota Kendari,2024,74.23,Sulawesi Tenggara
Muna,2013,69.76,Sulawesi Tenggara
Muna,2014,69.76,Sulawesi Tenggara
Muna,2015,69.76,Sulawesi Tenggara
Muna,2016,69.77,Sulawesi Tenggara
Muna,2017,69.77,Sulawesi Tenggara
Muna,2018,69.97,Sulawesi Tenggara
Muna,2019,70.18,Sulawesi Tenggara
Muna,2020,70.39,Sulawesi Tenggara
Muna,2021,70.41,Sulawesi Tenggara
Muna,2022,70.47,Sulawesi Tenggara
Muna,2023,70.56,Sulawesi Tenggara
Muna,2024,70.67,Sulawesi Tenggara
Muna Barat,2013,-,Sulawesi Tenggara
Muna Barat,2014,69.76,Sulawesi Tenggara
Muna Barat,2015,69.76,Sulawesi Tenggara
Muna Barat,2016,69.78,Sulawesi Tenggara
Muna Barat,2017,69.79,Sulawesi Tenggara
Muna Barat,2018,69.97,Sulawesi Tenggara
Muna Barat,2019,70.16,Sulawesi Tenggara
Muna Barat,2020,70.34,Sulawesi Tenggara
Muna Barat,2021,70.35,Sulawesi Tenggara
Muna Barat,2022,70.39,Sulawesi Tenggara
Muna Barat,2023,70.46,Sulawesi Tenggara
Muna Barat,2024,70.55,Sulawesi Tenggara
Wakatobi,2013,69.46,Sulawesi Tenggara
Wakatobi,2014,69.49,Sulawesi Tenggara
Wakatobi,2015,69.49,Sulawesi Tenggara
Wakatobi,2016,69.54,Sulawesi Tenggara
Wakatobi,2017,69.59,Sulawesi Tenggara
Wakatobi,2018,69.85,Sulawesi Tenggara
Wakatobi,2019,70.13,Sulawesi Tenggara
Wakatobi,2020,70.41,Sulawesi Tenggara
Wakatobi,2021,70.48,Sulawesi Tenggara
Wakatobi,2022,70.59,Sulawesi Tenggara
Wakatobi,2023,70.72,Sulawesi Tenggara
Wakatobi,2024,70.87,Sulawesi Tenggara
Bolaang Mongondow,2013,68.01,Sulawesi Utara
Bolaang Mongondow,2014,68.02,Sulawesi Utara
Bolaang Mongondow,2015,68.42,Sulawesi Utara
Bolaang Mongondow,2016,68.51,Sulawesi Utara
Bolaang Mongondow,2017,68.61,Sulawesi Utara
Bolaang Mongondow,2018,68.86,Sulawesi Utara
Bolaang Mongondow,2019,69.22,Sulawesi Utara
Bolaang Mongondow,2020,69.36,Sulawesi Utara
Bolaang Mongondow,2021,69.45,Sulawesi Utara
Bolaang Mongondow,2022,69.78,Sulawesi Utara
Bolaang Mongondow,2023,70.07,Sulawesi Utara
Bolaang Mongondow,2024,70.31,Sulawesi Utara
Bolaang Mongondow Selatan,2013,63.87,Sulawesi Utara
Bolaang Mongondow Selatan,2014,63.87,Sulawesi Utara
Bolaang Mongondow Selatan,2015,63.97,Sulawesi Utara
Bolaang Mongondow Selatan,2016,64,Sulawesi Utara
Bolaang Mongondow Selatan,2017,64.03,Sulawesi Utara
Bolaang Mongondow Selatan,2018,64.19,Sulawesi Utara
Bolaang Mongondow Selatan,2019,64.45,Sulawesi Utara
Bolaang Mongondow Selatan,2020,64.49,Sulawesi Utara
Bolaang Mongondow Selatan,2021,64.49,Sulawesi Utara
Bolaang Mongondow Selatan,2022,64.74,Sulawesi Utara
Bolaang Mongondow Selatan,2023,64.95,Sulawesi Utara
Bolaang Mongondow Selatan,2024,65.11,Sulawesi Utara
Bolaang Mongondow Timur,2013,67.09,Sulawesi Utara
Bolaang Mongondow Timur,2014,67.11,Sulawesi Utara
Bolaang Mongondow Timur,2015,67.21,Sulawesi Utara
Bolaang Mongondow Timur,2016,67.27,Sulawesi Utara
Bolaang Mongondow Timur,2017,67.32,Sulawesi Utara
Bolaang Mongondow Timur,2018,67.51,Sulawesi Utara
Bolaang Mongondow Timur,2019,67.81,Sulawesi Utara
Bolaang Mongondow Timur,2020,67.89,Sulawesi Utara
Bolaang Mongondow Timur,2021,67.94,Sulawesi Utara
Bolaang Mongondow Timur,2022,68.24,Sulawesi Utara
Bolaang Mongondow Timur,2023,68.51,Sulawesi Utara
Bolaang Mongondow Timur,2024,68.73,Sulawesi Utara
Bolaang Mongondow Utara,2013,66.62,Sulawesi Utara
Bolaang Mongondow Utara,2014,66.64,Sulawesi Utara
Bolaang Mongondow Utara,2015,66.84,Sulawesi Utara
Bolaang Mongondow Utara,2016,66.91,Sulawesi Utara
Bolaang Mongondow Utara,2017,66.98,Sulawesi Utara
Bolaang Mongondow Utara,2018,67.21,Sulawesi Utara
Bolaang Mongondow Utara,2019,67.54,Sulawesi Utara
Bolaang Mongondow Utara,2020,67.66,Sulawesi Utara
Bolaang Mongondow Utara,2021,67.73,Sulawesi Utara
Bolaang Mongondow Utara,2022,68.05,Sulawesi Utara
Bolaang Mongondow Utara,2023,68.33,Sulawesi Utara
Bolaang Mongondow Utara,2024,68.56,Sulawesi Utara
Kepulauan Sangihe,2013,69.03,Sulawesi Utara
Kepulauan Sangihe,2014,69.07,Sulawesi Utara
Kepulauan Sangihe,2015,69.17,Sulawesi Utara
Kepulauan Sangihe,2016,69.26,Sulawesi Utara
Kepulauan Sangihe,2017,69.35,Sulawesi Utara
Kepulauan Sangihe,2018,69.6,Sulawesi Utara
Kepulauan Sangihe,2019,69.96,Sulawesi Utara
Kepulauan Sangihe,2020,70.1,Sulawesi Utara
Kepulauan Sangihe,2021,70.18,Sulawesi Utara
Kepulauan Sangihe,2022,70.51,Sulawesi Utara
Kepulauan Sangihe,2023,70.78,Sulawesi Utara
Kepulauan Sangihe,2024,70.99,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2013,69.24,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2014,69.29,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2015,69.59,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2016,69.72,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2017,69.85,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2018,70.14,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2019,70.54,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2020,70.73,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2021,70.87,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2022,71.27,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2023,71.59,Sulawesi Utara
Kepulauan Siau Tagulandang Biaro (Sitaro),2024,71.87,Sulawesi Utara
Kepulauan Talaud,2013,69.11,Sulawesi Utara
Kepulauan Talaud,2014,69.13,Sulawesi Utara
Kepulauan Talaud,2015,69.33,Sulawesi Utara
Kepulauan Talaud,2016,69.41,Sulawesi Utara
Kepulauan Talaud,2017,69.48,Sulawesi Utara
Kepulauan Talaud,2018,69.71,Sulawesi Utara
Kepulauan Talaud,2019,70.04,Sulawesi Utara
Kepulauan Talaud,2020,70.16,Sulawesi Utara
Kepulauan Talaud,2021,70.24,Sulawesi Utara
Kepulauan Talaud,2022,70.57,Sulawesi Utara
Kepulauan Talaud,2023,70.91,Sulawesi Utara
Kepulauan Talaud,2024,71.21,Sulawesi Utara
Kota Bitung,2013,70.25,Sulawesi Utara
Kota Bitung,2014,70.25,Sulawesi Utara
Kota Bitung,2015,70.45,Sulawesi Utara
Kota Bitung,2016,70.5,Sulawesi Utara
Kota Bitung,2017,70.54,Sulawesi Utara
Kota Bitung,2018,70.72,Sulawesi Utara
Kota Bitung,2019,71,Sulawesi Utara
Kota Bitung,2020,71.07,Sulawesi Utara
Kota Bitung,2021,71.1,Sulawesi Utara
Kota Bitung,2022,71.38,Sulawesi Utara
Kota Bitung,2023,71.68,Sulawesi Utara
Kota Bitung,2024,71.95,Sulawesi Utara
Kota Kotamobagu,2013,69.64,Sulawesi Utara
Kota Kotamobagu,2014,69.64,Sulawesi Utara
Kota Kotamobagu,2015,69.64,Sulawesi Utara
Kota Kotamobagu,2016,69.69,Sulawesi Utara
Kota Kotamobagu,2017,69.72,Sulawesi Utara
Kota Kotamobagu,2018,69.97,Sulawesi Utara
Kota Kotamobagu,2019,70.33,Sulawesi Utara
Kota Kotamobagu,2020,70.47,Sulawesi Utara
Kota Kotamobagu,2021,70.6,Sulawesi Utara
Kota Kotamobagu,2022,70.98,Sulawesi Utara
Kota Kotamobagu,2023,71.34,Sulawesi Utara
Kota Kotamobagu,2024,71.63,Sulawesi Utara
Kota Manado,2013,71.26,Sulawesi Utara
Kota Manado,2014,71.28,Sulawesi Utara
Kota Manado,2015,71.28,Sulawesi Utara
Kota Manado,2016,71.31,Sulawesi Utara
Kota Manado,2017,71.34,Sulawesi Utara
Kota Manado,2018,71.52,Sulawesi Utara
Kota Manado,2019,71.8,Sulawesi Utara
Kota Manado,2020,71.87,Sulawesi Utara
Kota Manado,2021,71.9,Sulawesi Utara
Kota Manado,2022,72.18,Sulawesi Utara
Kota Manado,2023,72.5,Sulawesi Utara
Kota Manado,2024,72.78,Sulawesi Utara
Kota Tomohon,2013,70.44,Sulawesi Utara
Kota Tomohon,2014,70.45,Sulawesi Utara
Kota Tomohon,2015,70.95,Sulawesi Utara
Kota Tomohon,2016,71.07,Sulawesi Utara
Kota Tomohon,2017,71.18,Sulawesi Utara
Kota Tomohon,2018,71.43,Sulawesi Utara
Kota Tomohon,2019,71.79,Sulawesi Utara
Kota Tomohon,2020,71.93,Sulawesi Utara
Kota Tomohon,2021,72.06,Sulawesi Utara
Kota Tomohon,2022,72.44,Sulawesi Utara
Kota Tomohon,2023,72.84,Sulawesi Utara
Kota Tomohon,2024,73.17,Sulawesi Utara
Minahasa,2013,70.22,Sulawesi Utara
Minahasa,2014,70.25,Sulawesi Utara
Minahasa,2015,70.35,Sulawesi Utara
Minahasa,2016,70.4,Sulawesi Utara
Minahasa,2017,70.46,Sulawesi Utara
Minahasa,2018,70.67,Sulawesi Utara
Minahasa,2019,70.98,Sulawesi Utara
Minahasa,2020,71.08,Sulawesi Utara
Minahasa,2021,71.16,Sulawesi Utara
Minahasa,2022,71.49,Sulawesi Utara
Minahasa,2023,71.82,Sulawesi Utara
Minahasa,2024,72.11,Sulawesi Utara
Minahasa Selatan,2013,68.96,Sulawesi Utara
Minahasa Selatan,2014,69,Sulawesi Utara
Minahasa Selatan,2015,69.1,Sulawesi Utara
Minahasa Selatan,2016,69.17,Sulawesi Utara
Minahasa Selatan,2017,69.24,Sulawesi Utara
Minahasa Selatan,2018,69.47,Sulawesi Utara
Minahasa Selatan,2019,69.8,Sulawesi Utara
Minahasa Selatan,2020,69.92,Sulawesi Utara
Minahasa Selatan,2021,70.01,Sulawesi Utara
Minahasa Selatan,2022,70.35,Sulawesi Utara
Minahasa Selatan,2023,70.71,Sulawesi Utara
Minahasa Selatan,2024,70.94,Sulawesi Utara
Minahasa Tenggara,2013,69.44,Sulawesi Utara
Minahasa Tenggara,2014,69.48,Sulawesi Utara
Minahasa Tenggara,2015,69.48,Sulawesi Utara
Minahasa Tenggara,2016,69.53,Sulawesi Utara
Minahasa Tenggara,2017,69.58,Sulawesi Utara
Minahasa Tenggara,2018,69.77,Sulawesi Utara
Minahasa Tenggara,2019,70.07,Sulawesi Utara
Minahasa Tenggara,2020,70.15,Sulawesi Utara
Minahasa Tenggara,2021,70.21,Sulawesi Utara
Minahasa Tenggara,2022,70.52,Sulawesi Utara
Minahasa Tenggara,2023,70.86,Sulawesi Utara
Minahasa Tenggara,2024,71.17,Sulawesi Utara
Minahasa Utara,2013,70.76,Sulawesi Utara
Minahasa Utara,2014,70.79,Sulawesi Utara
Minahasa Utara,2015,70.79,Sulawesi Utara
Minahasa Utara,2016,70.82,Sulawesi Utara
Minahasa Utara,2017,70.86,Sulawesi Utara
Minahasa Utara,2018,71.03,Sulawesi Utara
Minahasa Utara,2019,71.31,Sulawesi Utara
Minahasa Utara,2020,71.38,Sulawesi Utara
Minahasa Utara,2021,71.4,Sulawesi Utara
Minahasa Utara,2022,71.68,Sulawesi Utara
Minahasa Utara,2023,71.99,Sulawesi Utara
Minahasa Utara,2024,72.27,Sulawesi Utara
Agam,2013,70.78,Sumatera Barat
Agam,2014,70.8,Sumatera Barat
Agam,2015,71.3,Sumatera Barat
Agam,2016,71.44,Sumatera Barat
Agam,2017,71.57,Sumatera Barat
Agam,2018,71.83,Sumatera Barat
Agam,2019,72.17,Sumatera Barat
Agam,2020,72.37,Sumatera Barat
Agam,2021,72.53,Sumatera Barat
Agam,2022,72.89,Sumatera Barat
Agam,2023,73.23,Sumatera Barat
Agam,2024,73.47,Sumatera Barat
Dharmasraya,2013,69.72,Sumatera Barat
Dharmasraya,2014,69.76,Sumatera Barat
Dharmasraya,2015,70.16,Sumatera Barat
Dharmasraya,2016,70.3,Sumatera Barat
Dharmasraya,2017,70.44,Sumatera Barat
Dharmasraya,2018,70.73,Sumatera Barat
Dharmasraya,2019,71.1,Sumatera Barat
Dharmasraya,2020,71.33,Sumatera Barat
Dharmasraya,2021,71.53,Sumatera Barat
Dharmasraya,2022,71.9,Sumatera Barat
Dharmasraya,2023,72.24,Sumatera Barat
Dharmasraya,2024,72.6,Sumatera Barat
Kepulauan Mentawai,2013,63.53,Sumatera Barat
Kepulauan Mentawai,2014,63.55,Sumatera Barat
Kepulauan Mentawai,2015,64.05,Sumatera Barat
Kepulauan Mentawai,2016,64.36,Sumatera Barat
Kepulauan Mentawai,2017,64.37,Sumatera Barat
Kepulauan Mentawai,2018,64.49,Sumatera Barat
Kepulauan Mentawai,2019,64.68,Sumatera Barat
Kepulauan Mentawai,2020,64.73,Sumatera Barat
Kepulauan Mentawai,2021,64.73,Sumatera Barat
Kepulauan Mentawai,2022,64.93,Sumatera Barat
Kepulauan Mentawai,2023,65.1,Sumatera Barat
Kepulauan Mentawai,2024,65.27,Sumatera Barat
Kota Bukittinggi,2013,73.12,Sumatera Barat
Kota Bukittinggi,2014,73.12,Sumatera Barat
Kota Bukittinggi,2015,73.52,Sumatera Barat
Kota Bukittinggi,2016,73.6,Sumatera Barat
Kota Bukittinggi,2017,73.69,Sumatera Barat
Kota Bukittinggi,2018,73.91,Sumatera Barat
Kota Bukittinggi,2019,74.22,Sumatera Barat
Kota Bukittinggi,2020,74.38,Sumatera Barat
Kota Bukittinggi,2021,74.5,Sumatera Barat
Kota Bukittinggi,2022,74.82,Sumatera Barat
Kota Bukittinggi,2023,75.13,Sumatera Barat
Kota Bukittinggi,2024,75.42,Sumatera Barat
Kota Padang,2013,73.18,Sumatera Barat
Kota Padang,2014,73.18,Sumatera Barat
Kota Padang,2015,73.19,Sumatera Barat
Kota Padang,2016,73.19,Sumatera Barat
Kota Padang,2017,73.2,Sumatera Barat
Kota Padang,2018,73.35,Sumatera Barat
Kota Padang,2019,73.57,Sumatera Barat
Kota Padang,2020,73.65,Sumatera Barat
Kota Padang,2021,73.69,Sumatera Barat
Kota Padang,2022,73.93,Sumatera Barat
Kota Padang,2023,74.16,Sumatera Barat
Kota Padang,2024,74.42,Sumatera Barat
Kota Padang Panjang,2013,72.44,Sumatera Barat
